record_id,cluster_id
r3495,e1087
r3496,e0002
r3497,e0471
r3498,e0812
r3499,e1699
r3500,e1121
r3501,e1508
r3502,e1438
r3503,e1700
r3504,e1153
r3505,e1701
r3506,e1606
r3507,e0445
r3508,e0648
r3509,e1702
r3510,e0515
r3511,e0993
r3512,e1677
r3513,e0684
r3514,e1703
r3515,e0525
r3516,e1485
r3517,e0078
r3518,e1704
r3519,e0411
r3520,e1705
r3521,e1318
r3522,e1403
r3523,e1706
r3524,e1707
r3525,e0470
r3526,e0798
r3527,e0546
r3528,e0635
r3529,e0944
r3530,e1708
r3531,e1709
r3532,e1036
r3533,e1710
r3534,e1711
r3535,e1610
r3536,e0988
r3537,e0588
r3538,e0719
r3539,e0828
r3540,e1089
r3541,e0511
r3542,e1212
r3543,e0779
r3544,e1626
r3545,e1712
r3546,e0388
r3547,e0207
r3548,e1533
r3549,e1265
r3550,e1713
r3551,e0174
r3552,e1714
r3553,e0752
r3554,e0571
r3555,e0624
r3556,e0834
r3557,e1403
r3558,e1617
r3559,e1337
r3560,e0035
r3561,e1181
r3562,e1700
r3563,e1092
r3564,e1024
r3565,e0194
r3566,e1715
r3567,e0692
r3568,e0055
r3569,e1716
r3570,e0128
r3571,e1571
r3572,e1174
r3573,e1717
r3574,e0709
r3575,e1103
r3576,e1718
r3577,e0418
r3578,e1719
r3579,e0131
r3580,e1360
r3581,e1720
r3582,e1213
r3583,e1721
r3584,e0988
r3585,e1722
r3586,e1654
r3587,e0508
r3588,e0434
r3589,e0828
r3590,e1006
r3591,e0244
r3592,e0359
r3593,e0452
r3594,e0266
r3595,e1605
r3596,e1723
r3597,e0107
r3598,e0550
r3599,e0581
r3600,e1724
r3601,e0900
r3602,e0484
r3603,e0559
r3604,e0474
r3605,e0793
r3606,e0377
r3607,e0448
r3608,e0430
r3609,e0047
r3610,e0421
r3611,e1268
r3612,e1266
r3613,e1363
r3614,e1709
r3615,e0157
r3616,e1725
r3617,e0423
r3618,e1080
r3619,e1726
r3620,e0379
r3621,e1727
r3622,e0729
r3623,e0914
r3624,e1728
r3625,e1729
r3626,e1730
r3627,e0859
r3628,e0345
r3629,e1731
r3630,e0736
r3631,e0418
r3632,e0091
r3633,e1055
r3634,e0037
r3635,e1285
r3636,e0684
r3637,e1732
r3638,e0681
r3639,e0074
r3640,e1733
r3641,e1734
r3642,e1061
r3643,e1033
r3644,e1735
r3645,e0419
r3646,e1569
r3647,e1736
r3648,e0504
r3649,e1737
r3650,e0684
r3651,e1738
r3652,e1028
r3653,e1739
r3654,e1109
r3655,e0211
r3656,e1740
r3657,e0712
r3658,e0143
r3659,e0970
r3660,e1351
r3661,e1439
r3662,e0345
r3663,e1271
r3664,e0967
r3665,e1741
r3666,e0056
r3667,e0060
r3668,e1344
r3669,e0851
r3670,e0044
r3671,e0572
r3672,e0574
r3673,e0674
r3674,e1195
r3675,e1496
r3676,e0330
r3677,e1742
r3678,e1266
r3679,e0625
r3680,e0861
r3681,e1743
r3682,e0097
r3683,e0143
r3684,e0544
r3685,e0715
r3686,e0516
r3687,e1277
r3688,e1710
r3689,e0328
r3690,e1744
r3691,e0994
r3692,e1745
r3693,e1509
r3694,e1474
r3695,e0186
r3696,e0611
r3697,e1746
r3698,e0468
r3699,e0353
r3700,e0023
r3701,e0696
r3702,e0010
r3703,e0066
r3704,e0882
r3705,e0912
r3706,e0382
r3707,e1651
r3708,e1747
r3709,e0512
r3710,e0072
r3711,e1748
r3712,e1749
r3713,e1236
r3714,e1750
r3715,e0730
r3716,e1143
r3717,e1751
r3718,e1752
r3719,e0621
r3720,e1753
r3721,e1080
r3722,e1754
r3723,e1165
r3724,e0824
r3725,e1755
r3726,e0237
r3727,e0362
r3728,e0744
r3729,e0080
r3730,e0548
r3731,e1756
r3732,e0570
r3733,e1757
r3734,e1431
r3735,e0646
r3736,e1375
r3737,e1758
r3738,e1153
r3739,e1215
r3740,e0271
r3741,e0150
r3742,e0861
r3743,e1403
r3744,e1759
r3745,e1509
r3746,e0563
r3747,e0432
r3748,e1375
r3749,e1760
r3750,e0849
r3751,e1255
r3752,e0808
r3753,e1069
r3754,e0877
r3755,e1583
r3756,e0498
r3757,e1339
r3758,e1761
r3759,e1762
r3760,e1763
r3761,e1764
r3762,e0001
r3763,e1500
r3764,e0503
r3765,e0594
r3766,e0191
r3767,e1485
r3768,e0333
r3769,e1765
r3770,e1080
r3771,e0797
r3772,e1717
r3773,e1766
r3774,e0641
r3775,e0720
r3776,e1338
r3777,e0903
r3778,e0882
r3779,e0413
r3780,e0560
r3781,e1767
r3782,e0684
r3783,e0395
r3784,e1768
r3785,e1258
r3786,e0674
r3787,e1769
r3788,e0532
r3789,e0338
r3790,e1049
r3791,e0056
r3792,e0125
r3793,e0994
r3794,e0837
r3795,e1770
r3796,e0071
r3797,e0770
r3798,e0646
r3799,e0873
r3800,e0321
r3801,e0118
r3802,e1368
r3803,e1750
r3804,e1524
r3805,e0559
r3806,e1771
r3807,e0690
r3808,e0617
r3809,e1010
r3810,e1127
r3811,e0443
r3812,e1561
r3813,e1492
r3814,e0913
r3815,e0243
r3816,e0199
r3817,e1772
r3818,e0641
r3819,e1036
r3820,e0555
r3821,e1571
r3822,e0999
r3823,e0088
r3824,e1773
r3825,e1774
r3826,e1775
r3827,e1776
r3828,e1777
r3829,e0149
r3830,e1769
r3831,e0176
r3832,e0527
r3833,e0999
r3834,e0896
r3835,e0311
r3836,e1778
r3837,e1418
r3838,e1779
r3839,e0622
r3840,e1084
r3841,e1780
r3842,e1781
r3843,e0963
r3844,e0702
r3845,e1782
r3846,e1783
r3847,e1254
r3848,e0796
r3849,e1229
r3850,e1754
r3851,e1058
r3852,e0094
r3853,e0037
r3854,e1581
r3855,e0822
r3856,e0246
r3857,e1339
r3858,e1506
r3859,e0356
r3860,e1784
r3861,e1785
r3862,e1786
r3863,e0881
r3864,e1787
r3865,e0737
r3866,e0824
r3867,e0944
r3868,e1788
r3869,e0185
r3870,e1789
r3871,e1191
r3872,e0030
r3873,e1790
r3874,e0738
r3875,e0249
r3876,e0769
r3877,e1224
r3878,e0838
r3879,e0081
r3880,e1172
r3881,e0682
r3882,e1020
r3883,e0659
r3884,e0838
r3885,e0920
r3886,e0811
r3887,e1148
r3888,e1791
r3889,e0664
r3890,e0561
r3891,e1575
r3892,e1342
r3893,e1792
r3894,e1793
r3895,e0448
r3896,e1595
r3897,e1012
r3898,e1064
r3899,e1130
r3900,e0278
r3901,e0049
r3902,e0945
r3903,e0894
r3904,e0389
r3905,e1794
r3906,e1795
r3907,e0793
r3908,e0589
r3909,e0982
r3910,e0780
r3911,e1796
r3912,e1517
r3913,e1797
r3914,e1470
r3915,e0109
r3916,e1798
r3917,e1799
r3918,e1800
r3919,e0733
r3920,e1801
r3921,e1438
r3922,e0186
r3923,e1597
r3924,e1802
r3925,e0917
r3926,e0531
r3927,e0958
r3928,e1803
r3929,e1804
r3930,e0795
r3931,e0304
r3932,e1581
r3933,e1375
r3934,e1164
r3935,e1000
r3936,e1805
r3937,e1806
r3938,e0267
r3939,e0994
r3940,e0917
r3941,e0276
r3942,e0496
r3943,e1218
r3944,e0647
r3945,e0181
r3946,e1023
r3947,e1236
r3948,e1457
r3949,e1757
r3950,e0075
r3951,e1807
r3952,e0852
r3953,e1566
r3954,e0647
r3955,e1808
r3956,e0367
r3957,e1024
r3958,e1099
r3959,e0055
r3960,e0756
r3961,e1121
r3962,e0402
r3963,e1229
r3964,e0124
r3965,e1809
r3966,e1810
r3967,e1811
r3968,e1650
r3969,e0621
r3970,e1363
r3971,e0914
r3972,e1049
r3973,e1671
r3974,e1156
r3975,e0831
r3976,e0754
r3977,e1266
r3978,e0989
r3979,e1015
r3980,e1775
r3981,e0462
r3982,e0474
r3983,e0062
r3984,e1485
r3985,e1474
r3986,e0322
r3987,e0943
r3988,e0365
r3989,e1771
r3990,e1037
r3991,e1242
r3992,e0910
r3993,e1812
r3994,e1813
r3995,e1814
r3996,e0451
r3997,e0426
r3998,e1593
r3999,e0459
r4000,e0692
r4001,e1815
r4002,e1816
r4003,e1103
r4004,e0121
r4005,e0975
r4006,e0560
r4007,e0548
r4008,e0129
r4009,e1817
r4010,e0673
r4011,e0022
r4012,e1818
r4013,e0964
r4014,e1021
r4015,e1819
r4016,e0754
r4017,e0189
r4018,e1049
r4019,e1486
r4020,e1671
r4021,e0322
r4022,e1163
r4023,e0527
r4024,e0933
r4025,e1820
r4026,e0301
r4027,e1044
r4028,e0016
r4029,e1340
r4030,e0662
r4031,e1821
r4032,e1822
r4033,e0589
r4034,e0852
r4035,e0914
r4036,e0044
r4037,e1505
r4038,e0862
r4039,e0185
r4040,e1823
r4041,e1349
r4042,e1509
r4043,e0565
r4044,e0334
r4045,e0204
r4046,e0801
r4047,e1646
r4048,e1824
r4049,e1021
r4050,e1825
r4051,e0039
r4052,e1826
r4053,e0443
r4054,e1827
r4055,e0793
r4056,e0718
r4057,e0118
r4058,e1328
r4059,e0758
r4060,e1469
r4061,e0796
r4062,e1561
r4063,e0825
r4064,e1828
r4065,e1148
r4066,e0271
r4067,e1829
r4068,e0314
r4069,e1830
r4070,e0624
r4071,e1831
r4072,e0970
r4073,e1050
r4074,e0605
r4075,e0561
r4076,e1760
r4077,e0180
r4078,e0180
r4079,e0533
r4080,e1566
r4081,e0348
r4082,e1488
r4083,e0056
r4084,e0429
r4085,e1832
r4086,e0065
r4087,e1127
r4088,e0664
r4089,e1833
r4090,e0746
r4091,e0333
r4092,e1660
r4093,e1834
r4094,e1213
r4095,e0936
r4096,e1355
r4097,e0365
r4098,e1276
r4099,e1835
r4100,e0445
r4101,e0788
r4102,e0254
r4103,e0990
r4104,e1283
r4105,e0296
r4106,e0057
r4107,e0089
r4108,e0819
r4109,e1836
r4110,e0248
r4111,e0611
r4112,e0392
r4113,e0979
r4114,e0558
r4115,e1837
r4116,e1727
r4117,e1028
r4118,e0524
r4119,e1808
r4120,e1838
r4121,e1233
r4122,e1839
r4123,e0876
r4124,e0796
r4125,e1025
r4126,e0242
r4127,e0743
r4128,e1678
r4129,e0556
r4130,e1840
r4131,e1142
r4132,e0500
r4133,e1268
r4134,e1841
r4135,e0740
r4136,e1842
r4137,e1843
r4138,e1844
r4139,e0161
r4140,e1764
r4141,e0794
r4142,e0379
r4143,e1150
r4144,e1845
r4145,e0532
r4146,e0866
r4147,e1842
r4148,e0293
r4149,e0880
r4150,e1827
r4151,e1846
r4152,e0779
r4153,e1847
r4154,e1848
r4155,e1122
r4156,e0815
r4157,e1849
r4158,e1595
r4159,e1457
r4160,e0862
r4161,e0634
r4162,e0921
r4163,e1116
r4164,e0993
r4165,e1189
r4166,e0044
r4167,e1100
r4168,e0473
r4169,e0230
r4170,e0496
r4171,e0210
r4172,e1850
r4173,e0233
r4174,e1851
r4175,e0736
r4176,e0966
r4177,e1852
r4178,e1853
r4179,e0124
r4180,e1854
r4181,e0407
r4182,e1855
r4183,e0007
r4184,e1236
r4185,e1015
r4186,e1258
r4187,e0392
r4188,e0874
r4189,e1856
r4190,e1093
r4191,e1677
r4192,e0309
r4193,e1010
r4194,e1348
r4195,e1540
r4196,e0438
r4197,e0413
r4198,e1857
r4199,e1847
r4200,e1406
r4201,e0178
r4202,e0341
r4203,e1063
r4204,e1438
r4205,e0899
r4206,e0244
r4207,e0660
r4208,e0538
r4209,e0139
r4210,e1403
r4211,e1276
r4212,e1626
r4213,e1806
r4214,e1171
r4215,e1081
r4216,e1858
r4217,e1213
r4218,e1687
r4219,e1859
r4220,e1097
r4221,e1170
r4222,e0036
r4223,e0042
r4224,e1746
r4225,e0445
r4226,e0391
r4227,e0650
r4228,e0671
r4229,e0519
r4230,e0089
r4231,e1028
r4232,e0622
r4233,e1860
r4234,e0696
r4235,e0080
r4236,e1861
r4237,e0851
r4238,e0172
r4239,e0974
r4240,e0225
r4241,e1862
r4242,e0523
r4243,e0655
r4244,e0924
r4245,e1474
r4246,e1863
r4247,e1350
r4248,e1864
r4249,e0368
r4250,e1865
r4251,e1866
r4252,e1257
r4253,e0793
r4254,e1036
r4255,e0408
r4256,e1641
r4257,e0214
r4258,e0373
r4259,e1825
r4260,e1314
r4261,e1867
r4262,e1052
r4263,e1171
r4264,e1868
r4265,e0281
r4266,e0488
r4267,e0463
r4268,e0247
r4269,e1349
r4270,e1665
r4271,e0144
r4272,e1802
r4273,e1869
r4274,e0083
r4275,e1014
r4276,e1870
r4277,e1316
r4278,e1796
r4279,e0341
r4280,e0948
r4281,e0834
r4282,e1587
r4283,e0125
r4284,e0985
r4285,e0434
r4286,e0796
r4287,e0550
r4288,e1334
r4289,e1559
r4290,e1871
r4291,e1872
r4292,e0416
r4293,e0910
r4294,e1458
r4295,e0744
r4296,e0488
r4297,e1162
r4298,e1252
r4299,e1873
r4300,e0133
r4301,e0751
r4302,e1700
r4303,e1874
r4304,e1875
r4305,e0737
r4306,e1825
r4307,e0487
r4308,e0194
r4309,e0844
r4310,e1876
r4311,e1877
r4312,e0288
r4313,e1343
r4314,e0141
r4315,e1653
r4316,e1874
r4317,e0007
r4318,e1418
r4319,e0212
r4320,e1683
r4321,e0821
r4322,e0060
r4323,e0696
r4324,e1517
r4325,e1618
r4326,e1475
r4327,e1878
r4328,e1646
r4329,e1033
r4330,e0503
r4331,e0118
r4332,e0584
r4333,e0030
r4334,e0994
r4335,e1879
r4336,e1475
r4337,e1566
r4338,e0501
r4339,e1880
r4340,e1502
r4341,e0603
r4342,e1699
r4343,e0564
r4344,e1276
r4345,e1881
r4346,e0732
r4347,e1107
r4348,e1262
r4349,e1120
r4350,e1808
r4351,e1882
r4352,e0038
r4353,e1051
r4354,e0700
r4355,e0902
r4356,e0844
r4357,e1881
r4358,e1883
r4359,e1884
r4360,e1885
r4361,e1886
r4362,e0383
r4363,e0658
r4364,e1887
r4365,e1582
r4366,e0047
r4367,e1888
r4368,e1889
r4369,e0999
r4370,e0489
r4371,e1676
r4372,e1089
r4373,e0003
r4374,e0753
r4375,e1142
r4376,e0812
r4377,e1890
r4378,e1883
r4379,e1027
r4380,e0177
r4381,e0686
r4382,e0958
r4383,e1188
r4384,e1168
r4385,e0891
r4386,e0932
r4387,e1488
r4388,e1072
r4389,e1671
r4390,e1821
r4391,e1088
r4392,e1891
r4393,e1808
r4394,e1543
r4395,e1892
r4396,e1893
r4397,e1798
r4398,e0509
r4399,e1894
r4400,e0367
r4401,e0262
r4402,e1895
r4403,e1217
r4404,e1896
r4405,e0325
r4406,e1418
r4407,e1134
r4408,e1897
r4409,e1593
r4410,e1836
r4411,e0537
r4412,e1898
r4413,e1502
r4414,e1426
r4415,e1899
r4416,e0077
r4417,e1129
r4418,e1367
r4419,e0736
r4420,e0094
r4421,e1302
r4422,e1839
r4423,e0544
r4424,e1340
r4425,e0501
r4426,e1257
r4427,e0173
r4428,e1824
r4429,e1900
r4430,e0692
r4431,e0264
r4432,e1901
r4433,e0079
r4434,e1902
r4435,e0071
r4436,e1903
r4437,e0375
r4438,e1904
r4439,e0317
r4440,e0198
r4441,e0800
r4442,e0075
r4443,e1905
r4444,e0301
r4445,e0425
r4446,e0980
r4447,e0959
r4448,e0750
r4449,e0709
r4450,e1906
r4451,e1907
r4452,e1908
r4453,e0495
r4454,e0471
r4455,e1054
r4456,e0615
r4457,e1909
r4458,e1077
r4459,e0527
r4460,e0647
r4461,e1012
r4462,e0260
r4463,e0382
r4464,e0569
r4465,e0410
r4466,e0337
r4467,e1459
r4468,e1910
r4469,e1911
r4470,e0891
r4471,e1023
r4472,e1103
r4473,e1201
r4474,e1387
r4475,e0673
r4476,e1192
r4477,e1912
r4478,e1913
r4479,e1914
r4480,e0337
r4481,e1593
r4482,e0940
r4483,e1915
r4484,e0866
r4485,e1916
r4486,e0877
r4487,e1917
r4488,e1497
r4489,e1164
r4490,e0989
r4491,e1918
r4492,e0453
r4493,e0966
r4494,e0923
r4495,e0808
r4496,e1064
r4497,e0127
r4498,e1919
r4499,e0501
r4500,e1497
r4501,e1780
r4502,e1080
r4503,e1014
r4504,e1228
r4505,e0215
r4506,e0077
r4507,e0615
r4508,e0432
r4509,e0558
r4510,e0699
r4511,e1457
r4512,e0007
r4513,e0992
r4514,e1283
r4515,e1332
r4516,e1306
r4517,e0657
r4518,e0383
r4519,e1834
r4520,e1317
r4521,e0200
r4522,e1465
r4523,e0249
r4524,e1308
r4525,e0912
r4526,e0409
r4527,e1254
r4528,e0327
r4529,e1041
r4530,e0186
r4531,e1037
r4532,e1879
r4533,e1920
r4534,e1563
r4535,e0110
r4536,e0048
r4537,e1121
r4538,e0575
r4539,e1921
r4540,e0504
r4541,e0498
r4542,e1354
r4543,e1420
r4544,e1569
r4545,e0928
r4546,e1265
r4547,e1542
r4548,e0460
r4549,e1067
r4550,e1922
r4551,e0408
r4552,e1923
r4553,e0584
r4554,e1924
r4555,e0494
r4556,e0852
r4557,e0914
r4558,e1252
r4559,e1925
r4560,e0319
r4561,e1021
r4562,e0018
r4563,e0682
r4564,e1361
r4565,e0898
r4566,e1165
r4567,e0730
r4568,e0224
r4569,e0882
r4570,e1926
r4571,e0334
r4572,e0346
r4573,e1170
r4574,e1306
r4575,e1234
r4576,e0459
r4577,e0743
r4578,e0385
r4579,e1490
r4580,e0527
r4581,e1511
r4582,e0587
r4583,e1091
r4584,e1927
r4585,e1928
r4586,e1403
r4587,e1500
r4588,e0177
r4589,e1107
r4590,e0731
r4591,e0411
r4592,e1929
r4593,e1444
r4594,e0968
r4595,e0600
r4596,e0650
r4597,e0353
r4598,e0892
r4599,e1930
r4600,e0758
r4601,e0838
r4602,e1465
r4603,e1931
r4604,e1180
r4605,e1690
r4606,e0451
r4607,e1096
r4608,e0553
r4609,e0474
r4610,e0404
r4611,e1298
r4612,e1402
r4613,e1343
r4614,e1932
r4615,e1089
r4616,e1933
r4617,e0060
r4618,e0237
r4619,e1934
r4620,e0360
r4621,e0024
r4622,e1422
r4623,e0597
r4624,e1160
r4625,e1652
r4626,e0374
r4627,e1750
r4628,e0060
r4629,e0617
r4630,e1412
r4631,e0181
r4632,e1052
r4633,e0739
r4634,e1288
r4635,e1935
r4636,e0697
r4637,e0603
r4638,e0084
r4639,e0531
r4640,e1143
r4641,e1356
r4642,e0459
r4643,e0531
r4644,e1703
r4645,e1710
r4646,e0958
r4647,e1606
r4648,e0736
r4649,e0120
r4650,e1825
r4651,e1743
r4652,e1235
r4653,e1097
r4654,e0058
r4655,e0055
r4656,e0087
r4657,e0055
r4658,e0068
r4659,e1936
r4660,e1937
r4661,e1464
r4662,e1010
r4663,e0233
r4664,e1938
r4665,e0463
r4666,e0488
r4667,e1939
r4668,e0484
r4669,e0864
r4670,e1164
r4671,e0816
r4672,e1940
r4673,e1941
r4674,e0120
r4675,e1782
r4676,e0968
r4677,e1365
r4678,e0754
r4679,e1111
r4680,e1839
r4681,e1942
r4682,e1943
r4683,e1279
r4684,e0780
r4685,e1359
r4686,e0056
r4687,e1212
r4688,e0225
r4689,e1389
r4690,e1288
r4691,e0681
r4692,e0488
r4693,e1220
r4694,e1944
r4695,e0095
r4696,e0162
r4697,e0248
r4698,e0910
r4699,e0342
r4700,e0927
r4701,e1606
r4702,e1530
r4703,e1945
r4704,e1012
r4705,e1396
r4706,e0278
r4707,e1946
r4708,e1228
r4709,e1947
r4710,e1806
r4711,e0164
r4712,e1948
r4713,e0357
r4714,e0182
r4715,e0368
r4716,e0700
r4717,e0797
r4718,e0612
r4719,e1949
r4720,e0833
r4721,e1589
r4722,e0525
r4723,e0419
r4724,e1337
r4725,e1950
r4726,e1223
r4727,e0949
r4728,e0133
r4729,e1951
r4730,e1360
r4731,e0159
r4732,e1952
r4733,e0311
r4734,e0722
r4735,e0067
r4736,e1953
r4737,e0941
r4738,e1605
r4739,e0812
r4740,e1308
r4741,e1743
r4742,e1319
r4743,e0980
r4744,e0938
r4745,e1288
r4746,e0877
r4747,e1954
r4748,e1955
r4749,e0205
r4750,e1317
r4751,e1425
r4752,e1593
r4753,e1578
r4754,e1099
r4755,e1485
r4756,e1520
r4757,e0571
r4758,e0098
r4759,e1783
r4760,e0579
r4761,e0398
r4762,e1522
r4763,e1956
r4764,e0413
r4765,e1957
r4766,e0471
r4767,e1958
r4768,e1959
r4769,e1593
r4770,e0969
r4771,e0825
r4772,e0424
r4773,e0344
r4774,e1007
r4775,e1163
r4776,e1952
r4777,e1754
r4778,e0426
r4779,e0048
r4780,e1589
r4781,e1324
r4782,e1317
r4783,e1960
r4784,e1961
r4785,e0242
r4786,e1652
r4787,e0130
r4788,e1962
r4789,e1497
r4790,e0399
r4791,e1744
r4792,e1963
r4793,e1311
r4794,e0100
r4795,e1964
r4796,e0515
r4797,e0173
r4798,e0957
r4799,e1965
r4800,e0765
r4801,e1966
r4802,e0181
r4803,e1122
r4804,e1304
r4805,e1205
r4806,e0589
r4807,e0918
r4808,e0727
r4809,e1635
r4810,e1161
r4811,e1060
r4812,e0494
r4813,e1967
r4814,e1806
r4815,e0944
r4816,e0859
r4817,e0382
r4818,e0109
r4819,e1595
r4820,e0260
r4821,e1706
r4822,e0721
r4823,e0213
r4824,e1010
r4825,e1968
r4826,e0737
r4827,e0882
r4828,e1830
r4829,e0753
r4830,e0406
r4831,e0132
r4832,e0269
r4833,e0875
r4834,e0895
r4835,e0564
r4836,e1969
r4837,e0693
r4838,e0003
r4839,e0154
r4840,e1415
r4841,e0600
r4842,e0878
r4843,e1717
r4844,e1434
r4845,e0259
r4846,e1093
r4847,e0974
r4848,e1970
r4849,e0987
r4850,e1971
r4851,e1717
r4852,e1972
r4853,e0083
r4854,e0770
r4855,e0739
r4856,e1973
r4857,e1974
r4858,e1975
r4859,e1261
r4860,e0933
r4861,e1408
r4862,e1023
r4863,e1976
r4864,e0080
r4865,e1977
r4866,e0612
r4867,e0317
r4868,e1103
r4869,e1069
r4870,e0591
r4871,e1517
r4872,e0379
r4873,e1978
r4874,e0095
r4875,e1212
r4876,e1098
r4877,e1340
r4878,e0977
r4879,e1639
r4880,e0568
r4881,e0402
r4882,e1449
r4883,e1979
r4884,e1980
r4885,e1981
r4886,e0409
r4887,e1982
r4888,e1983
r4889,e1258
r4890,e0358
r4891,e0295
r4892,e0704
r4893,e0054
r4894,e1966
r4895,e0504
r4896,e1984
r4897,e1481
r4898,e1398
r4899,e0875
r4900,e0556
r4901,e0977
r4902,e0224
r4903,e1597
r4904,e0272
r4905,e0571
r4906,e0717
r4907,e1021
r4908,e1105
r4909,e1191
r4910,e0560
r4911,e0454
r4912,e1257
r4913,e1929
r4914,e1985
r4915,e1369
r4916,e0014
r4917,e1986
r4918,e1987
r4919,e0149
r4920,e1988
r4921,e1119
r4922,e1597
r4923,e0120
r4924,e0622
r4925,e1563
r4926,e0630
r4927,e0271
r4928,e1960
r4929,e1989
r4930,e0477
r4931,e1480
r4932,e0914
r4933,e1100
r4934,e1750
r4935,e0247
r4936,e0621
r4937,e0399
r4938,e1511
r4939,e0369
r4940,e1236
r4941,e1990
r4942,e1041
r4943,e1358
r4944,e1991
r4945,e0381
r4946,e1790
r4947,e0462
r4948,e0593
r4949,e1992
r4950,e1844
r4951,e1147
r4952,e1993
r4953,e0063
r4954,e1994
r4955,e0391
r4956,e0114
r4957,e1745
r4958,e1352
r4959,e0433
r4960,e0884
r4961,e0277
r4962,e1029
r4963,e1418
r4964,e0284
r4965,e1968
r4966,e1041
r4967,e0942
r4968,e1690
r4969,e1790
r4970,e0702
r4971,e1724
r4972,e0861
r4973,e0761
r4974,e1703
r4975,e0786
r4976,e0680
r4977,e0930
r4978,e1308
r4979,e0691
r4980,e1995
r4981,e0568
r4982,e1438
r4983,e1987
r4984,e0943
r4985,e1996
r4986,e1997
r4987,e0895
r4988,e1998
r4989,e0930
r4990,e1729
r4991,e1440
r4992,e0309
r4993,e0830
r4994,e1999
r4995,e1315
r4996,e0075
r4997,e0940
r4998,e0517
r4999,e0709
